order_id,order_date,region,channel,segment,units,unit_price,discount,revenue,cost
SO-102345,2025-03-08,Northeast,Marketplace,SMB,1,199.34,0.1,179.41,135.64
SO-100032,2025-03-09,South,Direct,Enterprise,12,1501.43,0.0,18017.16,11696.19
SO-100232,2025-03-09,West,Direct,Mid-Market,3,533.47,0.25,1200.31,983.12
SO-100304,2025-03-09,Northeast,Direct,SMB,17,196.97,0.0,3348.49,2405.2
SO-100486,2025-03-09,West,Direct,Enterprise,11,2344.45,0.0,25788.95,14731.68
SO-100656,2025-03-09,West,Partner,Mid-Market,29,557.2,0.0,16158.8,11125.95
SO-100962,2025-03-09,Midwest,Direct,SMB,11,171.01,0.0,1881.11,1117.41
SO-101043,2025-03-09,Northeast,Direct,SMB,60,134.59,0.1,7267.86,4495.69
SO-101146,2025-03-09,Midwest,Direct,SMB,26,253.68,0.05,6265.9,3941.39
SO-101218,2025-03-09,West,Direct,Mid-Market,8,515.67,0.0,4125.36,2295.13
SO-101450,2025-03-09,Midwest,Marketplace,SMB,58,175.76,0.05,9684.38,5923.71
SO-101650,2025-03-09,Northeast,Direct,Mid-Market,9,717.24,0.05,6132.4,4360.64
SO-100524,2025-03-10,West,Direct,Mid-Market,11,853.16,0.0,9384.76,5771.53
SO-101067,2025-03-10,Northeast,Marketplace,Mid-Market,26,746.9,0.0,19419.4,12648.93
SO-101872,2025-03-10,West,Marketplace,SMB,34,111.89,0.0,3804.26,2596.33
SO-102007,2025-03-10,Midwest,Direct,SMB,3,175.07,0.0,525.21,340.72
SO-102380,2025-03-10,Midwest,Direct,Mid-Market,22,487.28,0.05,10184.15,6318.94
SO-100523,2025-03-11,West,Direct,SMB,28,249.29,0.0,6980.12,4573.25
SO-100593,2025-03-11,South,Direct,SMB,45,63.01,0.0,2835.45,1815.87
SO-100789,2025-03-11,Midwest,Marketplace,Mid-Market,23,530.63,0.15,10373.82,8780.4
SO-101507,2025-03-11,South,Partner,Mid-Market,3,548.67,0.0,1646.01,963.24
SO-101567,2025-03-11,West,Direct,Mid-Market,20,327.64,0.0,6552.8,4116.42
SO-102208,2025-03-11,Midwest,Direct,Mid-Market,9,733.54,0.0,6601.86,3738.76
SO-102371,2025-03-11,Northeast,Direct,Mid-Market,7,739.62,0.1,4659.61,3465.81
SO-100078,2025-03-12,West,Direct,SMB,19,168.82,0.15,2726.44,2064.14
SO-100346,2025-03-12,West,Partner,Mid-Market,21,356.26,0.0,7481.46,4588.37
SO-101041,2025-03-12,West,Direct,SMB,46,56.52,0.05,2469.92,1494.51
SO-101163,2025-03-12,West,Direct,SMB,50,246.74,0.0,12337.0,8733.94
SO-101485,2025-03-12,South,Direct,SMB,51,160.18,0.1,7352.26,5761.46
SO-101487,2025-03-12,Northeast,Marketplace,Mid-Market,15,701.03,0.0,10515.45,7331.03
SO-101497,2025-03-12,South,Marketplace,SMB,35,251.7,0.05,8369.02,5364.71
SO-102388,2025-03-12,Northeast,Direct,SMB,8,244.05,0.1,1757.16,1282.99
SO-100192,2025-03-13,South,Partner,SMB,23,206.46,0.0,4748.58,2620.99
SO-100474,2025-03-13,West,Direct,Mid-Market,27,872.76,0.0,23564.52,15918.27
SO-100490,2025-03-13,South,Direct,Mid-Market,18,357.23,0.0,6430.14,4143.16
SO-100636,2025-03-13,South,Marketplace,Enterprise,4,1272.77,0.0,5091.08,2905.68
SO-101331,2025-03-13,West,Marketplace,Enterprise,9,1831.31,0.15,14009.52,10938.53
SO-101376,2025-03-13,Midwest,Marketplace,SMB,24,275.15,0.0,6603.6,4377.87
SO-101683,2025-03-13,Northeast,Marketplace,SMB,46,48.86,0.15,1910.43,1289.58
SO-101762,2025-03-13,Northeast,Marketplace,SMB,51,165.46,0.0,8438.46,5098.7
SO-101939,2025-03-13,Northeast,Partner,Enterprise,7,1656.09,0.0,11592.63,6421.26
SO-102104,2025-03-13,South,Partner,SMB,15,65.35,0.0,980.25,585.6
SO-100097,2025-03-14,South,Marketplace,Mid-Market,24,357.89,0.0,8589.36,6035.64
SO-100223,2025-03-14,South,Partner,SMB,56,298.17,0.0,16697.52,11952.3
SO-100333,2025-03-14,South,Marketplace,SMB,11,80.27,0.05,838.82,545.88
SO-100532,2025-03-14,Northeast,Partner,SMB,39,62.32,0.0,2430.48,1368.97
SO-100803,2025-03-14,South,Marketplace,SMB,50,253.93,0.0,12696.5,7931.36
SO-100991,2025-03-14,South,Marketplace,Mid-Market,27,658.63,0.0,17783.01,12300.72
SO-101776,2025-03-14,Midwest,Marketplace,Mid-Market,3,347.06,0.0,1041.18,625.42
SO-102130,2025-03-14,Northeast,Direct,Mid-Market,23,875.89,0.0,20145.47,11370.34
SO-102291,2025-03-14,West,Partner,Mid-Market,7,597.13,0.05,3970.91,2364.86
SO-100335,2025-03-15,West,Direct,Mid-Market,23,354.84,0.1,7345.19,5724.4
SO-100733,2025-03-15,West,Marketplace,Mid-Market,19,612.32,0.1,10470.67,7300.49
SO-100983,2025-03-15,Midwest,Partner,SMB,38,188.97,0.15,6103.73,4325.89
SO-101473,2025-03-15,West,Marketplace,Mid-Market,23,723.14,0.0,16632.22,9444.04
SO-100029,2025-03-16,Northeast,Direct,SMB,39,294.98,0.05,10929.01,7012.62
SO-100140,2025-03-16,South,Direct,Mid-Market,26,371.27,0.0,9653.02,6319.0
SO-100243,2025-03-16,West,Marketplace,Mid-Market,6,487.83,0.0,2926.98,1687.31
SO-100421,2025-03-16,West,Direct,Mid-Market,8,646.48,0.0,5171.84,3713.77
SO-100800,2025-03-16,West,Partner,SMB,31,122.51,0.15,3228.14,2117.93
SO-101124,2025-03-16,South,Marketplace,SMB,42,64.84,0.25,2042.46,1843.72
SO-101136,2025-03-16,South,Marketplace,SMB,39,78.82,0.15,2612.88,1829.36
SO-101155,2025-03-16,Midwest,Marketplace,SMB,37,136.48,0.25,3787.32,3449.11
SO-101656,2025-03-16,Midwest,Marketplace,SMB,48,185.63,0.1,8019.22,5438.31
SO-101882,2025-03-16,Northeast,Direct,SMB,48,82.7,0.05,3771.12,2306.05
SO-101886,2025-03-16,South,Marketplace,SMB,11,293.1,0.05,3062.89,1820.28
SO-100021,2025-03-17,South,Partner,SMB,59,51.9,0.05,2908.99,2193.52
SO-100269,2025-03-17,West,Direct,Mid-Market,18,402.76,0.0,7249.68,4488.37
SO-100801,2025-03-17,South,Direct,Mid-Market,30,761.75,0.1,20567.25,13518.13
SO-101186,2025-03-17,Midwest,Direct,Enterprise,8,1131.41,0.15,7693.59,5474.33
SO-101322,2025-03-17,Midwest,Partner,Mid-Market,16,525.05,0.0,8400.8,5718.86
SO-101555,2025-03-17,Northeast,Partner,SMB,5,185.61,0.05,881.65,585.57
SO-101562,2025-03-17,Midwest,Direct,Mid-Market,5,394.51,0.0,1972.55,1125.52
SO-102017,2025-03-17,West,Direct,SMB,55,296.12,0.05,15472.27,11388.07
SO-100034,2025-03-18,Northeast,Partner,Enterprise,8,1952.47,0.0,15619.76,8754.85
SO-100278,2025-03-18,South,Partner,Mid-Market,27,495.96,0.05,12721.37,7617.75
SO-100598,2025-03-18,Midwest,Direct,SMB,40,126.92,0.0,5076.8,3435.0
SO-100742,2025-03-18,West,Partner,Mid-Market,22,865.93,0.0,19050.46,10960.02
SO-100882,2025-03-18,Midwest,Partner,SMB,33,113.2,0.15,3175.26,2488.85
SO-101006,2025-03-18,South,Marketplace,Enterprise,9,1343.81,0.05,11489.58,7676.63
SO-101115,2025-03-18,South,Marketplace,Mid-Market,18,763.45,0.1,12367.89,7701.86
SO-101455,2025-03-18,South,Direct,Mid-Market,16,493.28,0.05,7497.86,4431.2
SO-100107,2025-03-19,Northeast,Partner,SMB,21,264.62,0.0,5557.02,3796.84
SO-100560,2025-03-19,Midwest,Marketplace,SMB,18,291.78,0.1,4726.84,2973.3
SO-100988,2025-03-19,South,Partner,Mid-Market,10,615.21,0.0,6152.1,3659.18
SO-101309,2025-03-19,West,Partner,SMB,24,129.71,0.15,2646.08,1788.91
SO-102002,2025-03-19,Northeast,Partner,Enterprise,9,901.74,0.05,7709.88,5786.52
SO-102003,2025-03-19,West,Direct,SMB,20,190.34,0.05,3616.46,2249.09
SO-102054,2025-03-19,Northeast,Direct,SMB,32,53.87,0.0,1723.84,1191.91
SO-102072,2025-03-19,West,Marketplace,SMB,12,51.01,0.05,581.51,366.9
SO-102129,2025-03-19,West,Partner,SMB,39,251.18,0.1,8816.42,5443.5
SO-102253,2025-03-19,West,Direct,Enterprise,4,2056.44,0.1,7403.18,5132.82
SO-100285,2025-03-20,South,Direct,SMB,27,169.11,0.0,4565.97,2996.11
SO-100737,2025-03-20,West,Partner,Mid-Market,7,617.26,0.05,4104.78,2954.52
SO-100804,2025-03-20,Midwest,Partner,SMB,12,260.27,0.25,2342.43,1871.17
SO-100808,2025-03-20,West,Marketplace,SMB,15,275.11,0.0,4126.65,2909.93
SO-100910,2025-03-20,South,Marketplace,Mid-Market,30,805.32,0.0,24159.6,15454.21
SO-101341,2025-03-20,West,Marketplace,Mid-Market,9,419.01,0.05,3582.54,2572.64
SO-101408,2025-03-20,Midwest,Marketplace,Enterprise,8,2489.39,0.0,19915.12,11273.81
SO-101921,2025-03-20,Northeast,Direct,SMB,52,230.81,0.0,12002.12,7039.9
SO-102047,2025-03-20,West,Partner,SMB,24,68.04,0.25,1224.72,1022.49
SO-102060,2025-03-20,South,Partner,Mid-Market,28,511.88,0.15,12182.74,8283.88
SO-102387,2025-03-20,West,Partner,Enterprise,11,2025.02,0.05,21161.46,12299.75
SO-100618,2025-03-21,West,Partner,SMB,10,84.07,0.0,840.7,466.73
SO-101184,2025-03-21,West,Direct,Mid-Market,9,636.9,0.1,5158.89,3554.5
SO-101201,2025-03-21,Midwest,Direct,SMB,49,220.59,0.1,9728.02,6239.64
SO-101221,2025-03-21,South,Marketplace,SMB,11,147.63,0.1,1461.54,1150.51
SO-101247,2025-03-21,South,Direct,SMB,53,115.91,0.05,5836.07,4111.72
SO-101513,2025-03-21,West,Marketplace,Enterprise,11,1642.21,0.1,16257.88,11147.66
SO-101800,2025-03-21,South,Marketplace,SMB,57,102.9,0.0,5865.3,3646.51
SO-101820,2025-03-21,Midwest,Partner,SMB,45,285.47,0.15,10919.23,7548.53
SO-102343,2025-03-21,West,Partner,SMB,40,83.24,0.0,3329.6,1972.0
SO-100180,2025-03-22,Midwest,Partner,Mid-Market,15,624.13,0.0,9361.95,6515.46
SO-100240,2025-03-22,Northeast,Marketplace,SMB,15,64.84,0.05,923.97,596.62
SO-100385,2025-03-22,West,Direct,Mid-Market,29,804.6,0.25,17500.05,13374.92
SO-100683,2025-03-22,West,Marketplace,SMB,51,59.89,0.05,2901.67,1854.04
SO-101036,2025-03-22,Northeast,Partner,Enterprise,6,2304.29,0.1,12443.17,9830.78
SO-101426,2025-03-22,South,Partner,SMB,34,282.6,0.1,8647.56,5822.88
SO-101633,2025-03-22,West,Marketplace,Enterprise,1,1240.0,0.0,1240.0,807.79
SO-100148,2025-03-23,West,Direct,Enterprise,2,921.0,0.05,1749.9,1307.74
SO-100813,2025-03-23,West,Marketplace,Mid-Market,4,539.87,0.15,1835.56,1247.14
SO-101392,2025-03-23,South,Direct,SMB,43,209.85,0.0,9023.55,6024.39
SO-101904,2025-03-23,Midwest,Direct,SMB,31,278.74,0.1,7776.85,4932.92
SO-102155,2025-03-23,South,Marketplace,Enterprise,4,1776.07,0.25,5328.21,4090.18
SO-102258,2025-03-23,West,Direct,SMB,40,144.38,0.0,5775.2,3294.69
SO-100126,2025-03-24,South,Direct,SMB,55,101.63,0.0,5589.65,3878.54
SO-100312,2025-03-24,Midwest,Partner,Mid-Market,26,510.94,0.0,13284.44,7395.05
SO-100440,2025-03-24,Midwest,Partner,SMB,30,54.15,0.0,1624.5,1053.44
SO-101022,2025-03-24,Midwest,Direct,Enterprise,8,1517.78,0.0,12142.24,8252.36
SO-101081,2025-03-24,West,Partner,Mid-Market,10,324.42,0.0,3244.2,1981.5
SO-101350,2025-03-24,Midwest,Marketplace,SMB,8,226.9,0.1,1633.68,1274.18
SO-101491,2025-03-24,West,Partner,Mid-Market,21,374.08,0.0,7855.68,4843.77
SO-102151,2025-03-24,West,Partner,Enterprise,11,2451.27,0.0,26963.97,16935.39
SO-100017,2025-03-25,West,Direct,Enterprise,10,989.38,0.0,9893.8,5696.01
SO-100247,2025-03-25,Midwest,Partner,Enterprise,12,2563.51,0.0,30762.12,20265.09
SO-100465,2025-03-25,Midwest,Marketplace,Mid-Market,2,320.22,0.0,640.44,455.13
SO-100659,2025-03-25,South,Direct,SMB,15,165.84,0.1,2238.84,1473.98
SO-100676,2025-03-25,West,Partner,Enterprise,3,1087.68,0.1,2936.74,1863.9
SO-100757,2025-03-25,South,Marketplace,Enterprise,12,1992.06,0.25,17928.54,14362.69
SO-101237,2025-03-25,South,Direct,Enterprise,9,2389.02,0.0,21501.18,12088.07
SO-102305,2025-03-25,Northeast,Direct,Enterprise,12,1738.54,0.15,17733.11,14729.15
SO-100217,2025-03-26,Northeast,Direct,SMB,54,169.01,0.0,9126.54,5589.88
SO-100620,2025-03-26,West,Direct,SMB,16,182.33,0.0,2917.28,2012.12
SO-100953,2025-03-26,West,Direct,SMB,50,206.68,0.05,9817.3,5697.69
SO-100990,2025-03-26,Midwest,Partner,SMB,42,79.94,0.05,3189.61,2179.13
SO-101060,2025-03-26,West,Direct,Mid-Market,21,390.95,0.05,7799.45,5123.95
SO-101672,2025-03-26,West,Marketplace,Mid-Market,22,689.43,0.15,12892.34,10242.17
SO-102038,2025-03-26,Midwest,Direct,Mid-Market,21,527.35,0.05,10520.63,6977.08
SO-102096,2025-03-26,Midwest,Marketplace,Enterprise,11,1908.72,0.05,19946.12,14306.4
SO-102110,2025-03-26,Midwest,Marketplace,SMB,56,124.4,0.0,6966.4,4960.44
SO-100218,2025-03-27,Midwest,Direct,Enterprise,2,1517.55,0.05,2883.34,1994.21
SO-101194,2025-03-27,West,Direct,Enterprise,12,970.85,0.15,9902.67,7873.22
SO-101361,2025-03-27,South,Partner,Mid-Market,20,871.12,0.0,17422.4,12236.92
SO-101654,2025-03-27,West,Direct,Enterprise,4,2115.09,0.0,8460.36,4752.78
SO-101794,2025-03-27,South,Direct,Enterprise,4,1441.96,0.05,5479.45,3429.43
SO-101881,2025-03-27,Northeast,Partner,Enterprise,5,2594.65,0.0,12973.25,9265.25
SO-100323,2025-03-28,South,Direct,SMB,10,197.66,0.0,1976.6,1344.58
SO-100640,2025-03-28,South,Direct,Enterprise,3,1082.09,0.0,3246.27,1982.97
SO-100920,2025-03-28,South,Direct,Mid-Market,16,859.87,0.0,13757.92,7794.97
SO-101178,2025-03-28,Northeast,Marketplace,Mid-Market,18,618.79,0.0,11138.22,7046.7
SO-101240,2025-03-28,Midwest,Marketplace,Mid-Market,13,734.36,0.0,9546.68,5387.41
SO-101623,2025-03-28,West,Direct,SMB,24,94.91,0.05,2163.95,1257.75
SO-101657,2025-03-28,West,Marketplace,Enterprise,6,2281.25,0.1,12318.75,7741.15
SO-102189,2025-03-28,South,Marketplace,SMB,27,203.9,0.05,5230.03,3623.81
SO-100124,2025-03-29,South,Direct,SMB,7,142.85,0.1,899.95,684.63
SO-100968,2025-03-29,South,Direct,Mid-Market,5,446.19,0.15,1896.31,1537.66
SO-100979,2025-03-29,Northeast,Direct,Mid-Market,13,621.17,0.0,8075.21,4905.83
SO-101798,2025-03-29,Midwest,Partner,Enterprise,6,1546.27,0.1,8349.86,5322.33
SO-102230,2025-03-29,Midwest,Direct,Mid-Market,27,847.54,0.0,22883.58,13645.66
SO-102266,2025-03-29,Northeast,Direct,Mid-Market,24,749.33,0.05,17084.72,11005.13
SO-100296,2025-03-30,West,Marketplace,Mid-Market,30,866.2,0.0,25986.0,16140.53
SO-100574,2025-03-30,Northeast,Marketplace,Enterprise,4,906.69,0.0,3626.76,2158.19
SO-100594,2025-03-30,West,Marketplace,Mid-Market,27,588.24,0.0,15882.48,9068.19
SO-100777,2025-03-30,Midwest,Partner,SMB,57,244.29,0.15,11835.85,8745.51
SO-100790,2025-03-30,West,Partner,SMB,4,89.49,0.0,357.96,224.42
SO-100843,2025-03-30,West,Direct,Mid-Market,11,393.56,0.1,3896.24,2489.75
SO-101113,2025-03-30,Midwest,Marketplace,Enterprise,10,2224.89,0.05,21136.45,14470.41
SO-101219,2025-03-30,Northeast,Direct,Mid-Market,4,555.01,0.05,2109.04,1354.55
SO-101415,2025-03-30,Midwest,Direct,SMB,33,132.86,0.05,4165.16,2994.88
SO-101456,2025-03-30,West,Direct,Mid-Market,22,650.59,0.0,14312.98,9091.13
SO-100151,2025-03-31,South,Marketplace,Mid-Market,5,484.7,0.05,2302.32,1383.71
SO-100642,2025-03-31,Midwest,Partner,Enterprise,3,2249.28,0.05,6410.45,4462.95
SO-100645,2025-03-31,South,Partner,SMB,11,221.12,0.0,2432.32,1669.42
SO-100881,2025-03-31,West,Marketplace,SMB,22,259.97,0.0,5719.34,3458.75
SO-100954,2025-03-31,Northeast,Partner,Mid-Market,12,566.59,0.15,5779.22,4139.18
SO-101001,2025-03-31,Midwest,Direct,Mid-Market,10,451.93,0.15,3841.41,2557.7
SO-101504,2025-03-31,Northeast,Direct,Mid-Market,2,844.83,0.1,1520.69,1099.04
SO-101549,2025-03-31,West,Direct,SMB,52,108.82,0.05,5375.71,3313.75
SO-101630,2025-03-31,Northeast,Partner,Mid-Market,29,788.44,0.25,17148.57,14125.71
SO-100336,2025-04-01,Northeast,Partner,SMB,11,141.6,0.0,1557.6,1069.62
SO-100380,2025-04-01,South,Direct,SMB,55,279.97,0.0,15398.35,8545.12
SO-101121,2025-04-01,West,Partner,SMB,32,78.61,0.05,2389.74,1559.32
SO-101169,2025-04-01,South,Partner,Mid-Market,28,357.98,0.0,10023.44,5845.59
SO-102357,2025-04-01,South,Direct,Enterprise,11,2384.22,0.1,23603.78,17496.39
SO-102398,2025-04-01,West,Direct,Mid-Market,30,360.04,0.0,10801.2,7726.83
SO-100313,2025-04-02,Midwest,Partner,SMB,15,190.39,0.1,2570.26,1694.38
SO-100692,2025-04-02,South,Partner,Enterprise,2,1824.63,0.0,3649.26,2153.0
SO-100758,2025-04-02,Midwest,Direct,SMB,41,172.84,0.0,7086.44,4044.94
SO-101037,2025-04-02,West,Marketplace,SMB,5,127.98,0.15,543.91,436.96
SO-101329,2025-04-02,Northeast,Partner,Mid-Market,7,465.7,0.05,3096.9,2016.31
SO-101663,2025-04-02,West,Direct,SMB,35,125.0,0.0,4375.0,2668.54
SO-102101,2025-04-02,South,Direct,Mid-Market,9,615.12,0.05,5259.28,3433.09
SO-100004,2025-04-03,West,Direct,Enterprise,10,1986.15,0.0,19861.5,12773.26
SO-100006,2025-04-03,Midwest,Direct,SMB,16,65.87,0.0,1053.92,668.36
SO-100549,2025-04-03,Midwest,Marketplace,Mid-Market,22,731.37,0.05,15285.63,8916.52
SO-100566,2025-04-03,South,Direct,Mid-Market,12,814.99,0.0,9779.88,6094.91
SO-100849,2025-04-03,Northeast,Direct,Mid-Market,12,894.68,0.0,10736.16,6375.8
SO-100867,2025-04-03,Northeast,Marketplace,Enterprise,8,1723.41,0.15,11719.19,9217.83
SO-100908,2025-04-03,Northeast,Marketplace,Mid-Market,19,659.23,0.0,12525.37,7419.55
SO-100994,2025-04-03,Midwest,Direct,Mid-Market,10,921.32,0.0,9213.2,6276.96
SO-101125,2025-04-03,West,Direct,Mid-Market,4,344.75,0.05,1310.05,777.47
SO-101509,2025-04-03,Northeast,Marketplace,Mid-Market,14,902.98,0.15,10745.46,8850.98
SO-101746,2025-04-03,Northeast,Partner,SMB,48,89.46,0.0,4294.08,2475.66
SO-101834,2025-04-03,Northeast,Partner,Mid-Market,17,880.68,0.25,11228.67,8541.75
SO-102191,2025-04-03,West,Marketplace,Mid-Market,12,917.02,0.15,9353.6,7213.85
SO-100181,2025-04-04,South,Direct,SMB,21,243.44,0.0,5112.24,3237.44
SO-100809,2025-04-04,South,Direct,SMB,41,178.02,0.1,6568.94,5229.62
SO-100811,2025-04-04,Northeast,Direct,Enterprise,6,2411.65,0.0,14469.9,9673.56
SO-100866,2025-04-04,West,Direct,SMB,14,80.06,0.0,1120.84,660.54
SO-101070,2025-04-04,West,Direct,Mid-Market,16,828.51,0.0,13256.16,9225.09
SO-101364,2025-04-04,West,Marketplace,Enterprise,12,1226.29,0.05,13979.71,8880.55
SO-101475,2025-04-04,West,Partner,Mid-Market,14,443.61,0.0,6210.54,4442.5
SO-102180,2025-04-04,West,Marketplace,SMB,26,88.5,0.0,2301.0,1352.59
SO-102346,2025-04-04,West,Direct,Mid-Market,21,618.0,0.05,12329.1,8242.02
SO-100118,2025-04-05,West,Direct,SMB,5,96.87,0.1,435.92,311.52
SO-100658,2025-04-05,Midwest,Direct,SMB,42,252.75,0.0,10615.5,6174.07
SO-100778,2025-04-05,Northeast,Partner,SMB,43,90.08,0.0,3873.44,2717.86
SO-100810,2025-04-05,Midwest,Marketplace,Mid-Market,23,567.33,0.0,13048.59,8677.33
SO-100898,2025-04-05,Midwest,Direct,Enterprise,5,2293.35,0.15,9746.74,8188.76
SO-100937,2025-04-05,West,Marketplace,SMB,44,204.93,0.0,9016.92,6366.7
SO-100970,2025-04-05,South,Partner,Enterprise,5,1155.11,0.05,5486.77,3316.05
SO-101584,2025-04-05,Midwest,Marketplace,SMB,53,89.02,0.25,3538.54,3233.12
SO-101624,2025-04-05,Northeast,Partner,SMB,29,236.29,0.0,6852.41,4675.73
SO-101833,2025-04-05,West,Direct,Mid-Market,23,708.13,0.05,15472.64,10428.03
SO-101950,2025-04-05,West,Direct,Mid-Market,22,664.59,0.25,10965.74,8864.56
SO-101965,2025-04-05,South,Direct,Mid-Market,26,552.1,0.0,14354.6,8222.83
SO-102334,2025-04-05,South,Direct,Enterprise,5,1859.71,0.1,8368.69,5293.27
SO-100329,2025-04-06,South,Marketplace,SMB,34,260.66,0.15,7533.07,5128.15
SO-100723,2025-04-06,Northeast,Marketplace,Mid-Market,22,636.11,0.1,12594.98,9529.78
SO-101481,2025-04-06,West,Partner,Mid-Market,9,481.25,0.25,3248.44,2615.74
SO-101896,2025-04-06,West,Marketplace,Mid-Market,10,522.82,0.15,4443.97,2952.24
SO-101945,2025-04-06,Northeast,Partner,Mid-Market,22,805.26,0.0,17715.72,10120.84
SO-101947,2025-04-06,Northeast,Partner,Mid-Market,16,942.02,0.0,15072.32,10312.17
SO-100272,2025-04-07,West,Marketplace,Mid-Market,14,930.85,0.0,13031.9,9215.02
SO-100340,2025-04-07,Midwest,Partner,Mid-Market,25,601.83,0.0,15045.75,9964.53
SO-100708,2025-04-07,West,Marketplace,Mid-Market,20,744.84,0.05,14151.96,8937.26
SO-101544,2025-04-07,South,Marketplace,Enterprise,12,2481.05,0.0,29772.6,19256.49
SO-102025,2025-04-07,West,Partner,Enterprise,10,2028.15,0.1,18253.35,14022.75
SO-102044,2025-04-07,Midwest,Direct,Enterprise,9,983.94,0.0,8855.46,5992.34
SO-102339,2025-04-07,South,Direct,Mid-Market,7,434.55,0.05,2889.76,1876.48
SO-100496,2025-04-08,West,Marketplace,Mid-Market,8,390.49,0.0,3123.92,2121.53
SO-100580,2025-04-08,West,Partner,SMB,29,250.02,0.1,6525.52,4272.85
SO-100684,2025-04-08,Midwest,Direct,Mid-Market,7,464.22,0.0,3249.54,1930.3
SO-100743,2025-04-08,South,Direct,Enterprise,10,1814.12,0.0,18141.2,11531.09
SO-101352,2025-04-08,South,Direct,SMB,12,189.34,0.0,2272.08,1450.86
SO-101368,2025-04-08,Northeast,Marketplace,SMB,22,129.86,0.25,2142.69,1956.65
SO-101615,2025-04-08,Midwest,Marketplace,Mid-Market,27,908.48,0.15,20849.62,16062.51
SO-101676,2025-04-08,Midwest,Partner,Mid-Market,4,474.63,0.15,1613.74,1061.31
SO-101697,2025-04-08,West,Partner,SMB,44,176.04,0.0,7745.76,5298.91
SO-101713,2025-04-08,Northeast,Direct,SMB,27,118.78,0.0,3207.06,2116.1
SO-101739,2025-04-08,Midwest,Direct,Mid-Market,11,465.65,0.1,4609.93,3543.44
SO-101836,2025-04-08,Northeast,Partner,Mid-Market,30,415.28,0.0,12458.4,8900.72
SO-101914,2025-04-08,South,Marketplace,Mid-Market,12,489.86,0.0,5878.32,3451.23
SO-102356,2025-04-08,Northeast,Marketplace,Mid-Market,16,812.64,0.05,12352.13,8172.91
SO-100090,2025-04-09,South,Direct,Mid-Market,9,818.01,0.0,7362.09,4721.83
SO-100128,2025-04-09,Midwest,Direct,Enterprise,9,2332.22,0.05,19940.48,13927.74
SO-100251,2025-04-09,South,Marketplace,SMB,13,47.56,0.05,587.37,394.66
SO-100308,2025-04-09,Midwest,Direct,Enterprise,5,1049.5,0.0,5247.5,3614.8
SO-100414,2025-04-09,Midwest,Direct,SMB,55,226.53,0.0,12459.15,8262.31
SO-101459,2025-04-09,West,Direct,Enterprise,11,1178.23,0.15,11016.45,7668.71
SO-101474,2025-04-09,West,Direct,SMB,22,294.11,0.15,5499.86,3605.0
SO-101648,2025-04-09,West,Partner,SMB,33,226.43,0.15,6351.36,5221.06
SO-101736,2025-04-09,South,Direct,SMB,36,170.21,0.0,6127.56,3453.73
SO-101875,2025-04-09,West,Direct,SMB,14,224.58,0.0,3144.12,2143.83
SO-102310,2025-04-09,Northeast,Direct,Enterprise,10,1166.85,0.05,11085.07,7017.53
SO-100023,2025-04-10,Midwest,Marketplace,SMB,53,147.17,0.1,7020.01,4555.1
SO-100115,2025-04-10,South,Partner,SMB,24,175.73,0.0,4217.52,2752.0
SO-100258,2025-04-10,Northeast,Direct,Mid-Market,28,697.62,0.05,18556.69,12479.76
SO-100541,2025-04-10,Midwest,Marketplace,SMB,49,142.97,0.0,7005.53,4616.94
SO-100773,2025-04-10,West,Partner,Mid-Market,7,769.56,0.0,5386.92,3567.82
SO-101385,2025-04-10,Midwest,Partner,SMB,4,54.75,0.0,219.0,145.58
SO-101563,2025-04-10,South,Direct,SMB,28,82.12,0.0,2299.36,1600.08
SO-101642,2025-04-10,West,Marketplace,SMB,21,168.71,0.0,3542.91,2020.56
SO-101743,2025-04-10,Midwest,Partner,SMB,29,176.43,0.05,4860.65,3504.82
SO-102244,2025-04-10,South,Marketplace,SMB,35,156.47,0.1,4928.81,3220.41
SO-102292,2025-04-10,South,Partner,Enterprise,7,1087.84,0.0,7614.88,4229.24
SO-100662,2025-04-11,South,Marketplace,SMB,11,177.77,0.0,1955.47,1181.31
SO-100695,2025-04-11,Midwest,Partner,Mid-Market,8,624.27,0.0,4994.16,3064.06
SO-101228,2025-04-11,Northeast,Partner,SMB,45,121.87,0.0,5484.15,3064.8
SO-101259,2025-04-11,Northeast,Partner,SMB,10,64.55,0.0,645.5,412.2
SO-101561,2025-04-11,Midwest,Marketplace,SMB,55,295.09,0.15,13795.46,9457.04
SO-101841,2025-04-11,West,Direct,SMB,49,162.68,0.0,7971.32,5198.67
SO-102236,2025-04-11,West,Partner,SMB,15,282.75,0.25,3180.94,2513.76
SO-100066,2025-04-12,Northeast,Direct,Enterprise,3,1464.01,0.05,4172.43,2932.96
SO-100399,2025-04-12,West,Partner,SMB,6,259.98,0.1,1403.89,1098.86
SO-100434,2025-04-12,West,Direct,Mid-Market,25,435.89,0.0,10897.25,6737.05
SO-100573,2025-04-12,West,Direct,SMB,39,181.39,0.1,6366.79,4218.45
SO-100624,2025-04-12,West,Direct,Mid-Market,29,578.38,0.05,15934.37,10089.68
SO-100667,2025-04-12,West,Direct,SMB,56,214.55,0.0,12014.8,6992.82
SO-100842,2025-04-12,Northeast,Partner,SMB,26,132.46,0.0,3443.96,2098.2
SO-100855,2025-04-12,West,Marketplace,SMB,8,220.74,0.0,1765.92,1261.32
